user_id,login_time,browser,device,ip_address,country
8,2023-08-13 16:31:46,Opera,Mobile,188.180.131.236,Iran
8,2023-04-12 20:30:30,Safari,Tablet,153.85.184.156,Kenya
8,2024-08-22 08:35:57,Safari,Desktop,149.199.34.69,Guadeloupe
9,2024-11-17 01:14:15,Firefox,Desktop,59.127.190.16,Algeria
9,2023-08-07 07:24:57,Chrome,Mobile,97.120.97.115,Jersey
9,2024-06-26 13:15:04,Firefox,Desktop,176.62.128.210,Yemen
9,2024-06-19 15:23:52,Edge,Desktop,218.168.93.74,Turkmenistan
9,2023-11-11 19:50:56,Brave,Tablet,118.165.177.143,Algeria
10,2023-07-26 09:53:47,Safari,Desktop,202.190.80.194,Puerto Rico
10,2023-02-22 02:27:24,Opera,Desktop,138.102.17.150,New Caledonia
10,2023-12-06 18:17:16,Safari,Mobile,187.116.208.105,Armenia
10,2024-11-19 22:18:42,Chrome,Mobile,188.77.91.29,Niger
10,2024-02-11 20:09:50,Opera,Desktop,44.242.185.232,Mexico
11,2024-02-11 15:07:05,Edge,Tablet,213.166.118.133,Haiti
11,2023-10-13 20:20:37,Brave,Mobile,145.204.245.25,Saint Martin
11,2024-02-01 07:27:52,Edge,Mobile,136.123.73.193,Congo
11,2023-10-31 21:34:28,Chrome,Mobile,169.218.152.97,Hungary
11,2024-10-30 18:42:42,Brave,Desktop,181.157.46.60,Cape Verde
12,2023-06-22 09:51:16,Edge,Tablet,187.52.157.87,Cote d'Ivoire
12,2023-10-28 08:41:07,Safari,Mobile,212.231.18.12,Gibraltar
12,2024-10-23 08:28:19,Opera,Mobile,154.212.200.84,Faroe Islands
12,2023-05-21 02:51:56,Opera,Mobile,110.86.136.2,Micronesia
12,2023-01-19 04:07:36,Firefox,Mobile,211.60.171.107,Romania
13,2023-07-03 09:09:58,Firefox,Desktop,34.149.137.114,Turkey
13,2023-10-03 19:14:44,Opera,Tablet,172.197.166.139,Algeria
13,2023-08-24 13:05:56,Opera,Tablet,140.240.227.215,Macao
13,2024-05-01 09:41:33,Edge,Mobile,179.229.227.40,Ukraine
13,2023-02-24 18:31:04,Firefox,Mobile,206.0.38.175,Egypt
14,2023-07-07 11:04:45,Safari,Desktop,91.147.138.35,Ethiopia
14,2024-07-09 07:19:49,Edge,Mobile,146.59.240.98,Slovakia (Slovak Republic)
14,2024-10-20 13:19:57,Edge,Tablet,218.157.241.119,Brazil
14,2023-11-26 01:37:59,Brave,Desktop,18.253.80.246,Maldives
14,2024-11-20 15:09:48,Chrome,Tablet,180.128.222.65,Guyana
15,2024-01-03 15:55:39,Opera,Mobile,209.96.162.68,Dominica
15,2024-08-02 03:42:00,Opera,Mobile,73.248.225.200,Grenada
15,2023-01-04 07:38:05,Firefox,Mobile,182.151.187.247,Kuwait
15,2024-02-02 11:03:06,Safari,Desktop,209.56.197.234,Canada
15,2022-12-11 06:24:48,Edge,Desktop,218.118.191.36,Lesotho
16,2023-05-02 06:24:13,Safari,Desktop,144.120.165.31,Gabon
16,2024-01-11 15:24:46,Edge,Desktop,206.116.245.142,Faroe Islands
16,2022-11-29 22:55:09,Opera,Tablet,75.254.215.136,United Arab Emirates
16,2024-05-31 02:52:09,Firefox,Desktop,168.141.35.153,Brazil
16,2023-04-09 12:08:32,Brave,Mobile,134.25.184.96,Ghana
17,2024-04-04 12:13:13,Chrome,Mobile,145.180.127.139,Georgia
17,2024-06-17 19:27:13,Edge,Tablet,208.66.116.233,Wallis and Futuna
17,2023-05-05 20:58:14,Opera,Mobile,52.192.58.250,Martinique
17,2024-02-29 03:12:12,Firefox,Tablet,157.209.93.178,Kyrgyz Republic
17,2024-11-19 19:05:28,Brave,Mobile,189.88.113.122,South Africa
18,2024-08-22 18:38:21,Chrome,Desktop,118.68.183.135,Cote d'Ivoire
18,2023-06-26 04:08:19,Edge,Desktop,138.196.171.231,Guadeloupe
18,2023-06-21 20:08:10,Chrome,Mobile,213.159.126.199,Guyana
18,2023-08-07 15:16:16,Chrome,Desktop,153.194.83.120,United States Minor Outlying Islands
18,2024-10-01 13:00:11,Brave,Desktop,202.25.244.117,Gabon
19,2024-09-23 11:19:57,Safari,Tablet,145.197.212.158,Singapore
19,2023-04-20 18:29:25,Safari,Desktop,203.31.85.22,Pakistan
19,2024-05-21 19:23:03,Firefox,Mobile,126.80.180.167,Gabon
19,2024-05-02 19:08:02,Brave,Desktop,103.13.153.22,Cyprus
19,2024-06-23 17:45:12,Chrome,Mobile,76.182.210.147,Mozambique
20,2023-12-01 15:38:00,Firefox,Mobile,206.9.242.205,Iraq
20,2022-12-21 15:26:57,Chrome,Mobile,105.169.241.210,Tajikistan
20,2024-03-16 22:50:54,Safari,Desktop,28.153.38.178,Saint Barthelemy
20,2023-12-30 20:35:09,Edge,Mobile,52.94.35.34,Liberia
20,2023-01-08 20:31:29,Chrome,Mobile,148.117.50.203,Greenland
21,2023-03-04 11:53:28,Edge,Mobile,198.245.19.123,Hong Kong
21,2023-12-19 06:01:20,Opera,Tablet,201.151.197.9,Somalia
21,2023-04-02 14:15:53,Safari,Mobile,171.33.193.253,Egypt
21,2023-03-07 18:14:04,Opera,Desktop,166.60.202.159,Tokelau
21,2023-10-09 21:17:35,Firefox,Tablet,133.98.153.21,United Kingdom
22,2023-11-15 20:21:18,Edge,Desktop,36.241.222.253,Mauritius
22,2023-08-04 01:49:25,Brave,Tablet,100.252.190.167,Bulgaria
22,2022-12-18 20:35:10,Chrome,Desktop,59.196.18.176,Ukraine
22,2022-12-06 00:00:41,Brave,Desktop,186.43.5.90,Saint Pierre and Miquelon
22,2024-03-01 12:25:49,Opera,Mobile,172.94.42.95,Saint Kitts and Nevis
23,2023-12-12 17:25:27,Opera,Desktop,27.82.224.10,Korea
23,2024-10-28 09:28:15,Firefox,Desktop,156.211.170.130,Congo
23,2024-02-26 03:21:57,Safari,Mobile,209.103.162.63,Sri Lanka
23,2024-05-02 11:33:41,Opera,Tablet,218.251.106.98,Guinea-Bissau
23,2024-11-25 00:55:44,Safari,Mobile,85.90.18.125,Greece
24,2022-12-12 15:02:55,Opera,Mobile,204.109.22.150,New Zealand
24,2024-04-12 12:30:38,Opera,Mobile,41.232.14.4,Turkmenistan
24,2023-11-15 15:00:38,Safari,Tablet,63.179.18.71,Luxembourg
24,2024-01-16 02:07:29,Safari,Desktop,197.90.86.24,Lesotho
24,2024-05-04 23:37:58,Firefox,Mobile,218.83.182.97,French Southern Territories
25,2024-09-14 19:41:50,Edge,Mobile,147.243.102.118,Niue
25,2023-05-02 01:11:55,Chrome,Mobile,211.16.21.39,Turkey
25,2024-02-28 14:01:45,Safari,Mobile,154.178.179.11,Cameroon
25,2023-09-13 11:00:37,Brave,Tablet,184.97.231.117,Pakistan
25,2024-08-18 02:13:51,Opera,Mobile,22.147.145.161,Iran
26,2023-05-10 08:49:06,Edge,Desktop,183.218.127.83,Gambia
26,2024-03-07 15:00:46,Brave,Mobile,7.107.148.37,Saint Lucia
26,2024-06-13 15:14:29,Brave,Mobile,223.170.84.199,Saint Helena
26,2023-08-26 09:33:52,Edge,Desktop,217.114.108.56,France
26,2023-11-09 03:41:28,Brave,Tablet,79.108.173.214,Benin
27,2023-03-22 11:03:35,Safari,Desktop,9.146.77.208,Jamaica
27,2024-04-15 10:30:30,Firefox,Mobile,23.46.227.71,Tokelau
27,2023-09-11 18:43:01,Safari,Desktop,164.226.220.111,Haiti
27,2023-08-18 06:55:23,Edge,Mobile,213.1.3.123,Denmark
27,2023-08-15 16:06:51,Opera,Mobile,55.222.73.43,Uganda
28,2022-12-25 14:44:16,Safari,Mobile,129.74.148.91,Tanzania
28,2023-05-23 18:22:13,Safari,Mobile,201.153.71.217,Zimbabwe
28,2023-09-06 07:26:41,Brave,Tablet,220.153.29.76,Saint Barthelemy
28,2023-12-12 17:19:18,Chrome,Desktop,144.142.106.141,Maldives
28,2024-04-12 22:15:50,Brave,Mobile,210.169.167.78,Myanmar
29,2024-05-31 23:56:00,Safari,Tablet,146.121.9.252,Brunei Darussalam
29,2023-02-23 14:13:46,Opera,Tablet,175.10.80.100,Cameroon
29,2023-05-16 13:06:32,Chrome,Mobile,183.79.116.91,Guinea
29,2023-04-11 20:11:09,Edge,Desktop,190.18.69.226,Seychelles
29,2024-08-17 17:53:48,Firefox,Desktop,183.205.154.52,Samoa
30,2024-03-31 22:10:44,Chrome,Tablet,154.167.204.87,Central African Republic
30,2023-03-02 01:35:49,Brave,Desktop,146.223.16.49,Palestinian Territory
30,2023-11-05 19:51:56,Firefox,Tablet,219.131.233.143,Saint Kitts and Nevis
30,2022-12-19 22:55:51,Safari,Mobile,206.46.233.203,Kenya
30,2024-05-07 23:36:43,Opera,Desktop,83.54.66.219,Indonesia
31,2023-02-07 13:25:23,Opera,Mobile,211.203.35.105,Tuvalu
31,2024-02-19 06:08:17,Chrome,Mobile,134.23.30.79,Malaysia
31,2024-05-23 01:38:52,Safari,Desktop,221.27.242.139,Saint Lucia
31,2024-01-28 00:35:03,Brave,Desktop,19.238.93.157,Christmas Island
31,2023-06-29 10:00:10,Edge,Tablet,131.212.207.6,Pitcairn Islands
32,2023-05-16 00:31:34,Opera,Mobile,214.156.246.225,Cuba
32,2023-02-15 20:09:02,Brave,Mobile,163.206.145.40,Zambia
32,2023-12-18 11:06:26,Safari,Tablet,97.75.126.152,Congo
32,2023-10-23 00:51:29,Brave,Tablet,38.99.85.191,Belarus
32,2023-01-06 04:53:21,Safari,Tablet,204.149.235.106,Western Sahara
33,2024-05-22 16:34:27,Opera,Tablet,196.166.164.242,Sri Lanka
33,2023-06-04 10:31:42,Brave,Tablet,157.63.184.231,Haiti
33,2024-06-09 09:14:23,Opera,Tablet,209.22.88.67,Argentina
33,2024-08-04 20:00:54,Firefox,Tablet,62.39.243.153,Bahamas
33,2023-07-12 12:18:33,Safari,Tablet,168.18.241.213,Saudi Arabia
34,2023-03-25 07:04:40,Firefox,Tablet,173.223.161.25,Uganda
34,2024-10-28 07:58:30,Firefox,Tablet,209.36.88.55,Madagascar
34,2023-07-05 12:33:05,Chrome,Mobile,116.172.167.89,Bermuda
34,2024-08-16 15:44:01,Safari,Tablet,144.237.33.71,Sudan
34,2024-03-26 19:33:22,Safari,Tablet,147.239.69.197,Cote d'Ivoire
35,2024-05-30 08:45:19,Opera,Desktop,150.65.215.198,Mexico
35,2024-07-05 21:06:51,Edge,Tablet,190.156.78.188,Egypt
35,2022-12-30 11:25:12,Chrome,Desktop,219.184.229.111,Burkina Faso
35,2024-06-29 10:27:23,Opera,Desktop,201.184.201.208,Switzerland
35,2023-11-12 02:55:08,Chrome,Tablet,64.25.203.140,Zambia
36,2022-12-18 13:55:30,Firefox,Mobile,167.230.247.236,Romania
36,2023-02-25 14:36:39,Edge,Mobile,46.232.7.104,Malta
36,2023-05-01 12:50:57,Opera,Mobile,173.68.205.12,Nicaragua
36,2023-12-06 09:17:30,Safari,Mobile,64.168.190.80,Uganda
36,2024-05-21 15:25:16,Chrome,Desktop,205.240.143.167,Montserrat
37,2023-10-23 21:44:10,Opera,Tablet,128.161.235.78,Hungary
37,2023-09-12 18:34:18,Opera,Tablet,7.77.190.59,Barbados
37,2022-12-10 11:48:07,Safari,Desktop,152.167.52.9,Belarus
37,2023-10-04 17:07:29,Safari,Tablet,151.80.103.51,Morocco
37,2022-11-30 00:57:01,Firefox,Tablet,201.109.130.216,Northern Mariana Islands
38,2024-03-30 05:01:42,Safari,Mobile,158.133.17.223,Mozambique
38,2023-02-02 01:37:44,Chrome,Tablet,223.82.52.128,Tokelau
38,2023-12-12 07:06:39,Opera,Desktop,3.193.207.161,Saint Helena
38,2023-07-25 12:54:06,Firefox,Tablet,185.151.49.210,Thailand
38,2023-04-20 09:18:59,Firefox,Tablet,81.63.113.155,Samoa
39,2024-01-11 10:52:26,Brave,Desktop,185.20.127.89,Cameroon
39,2023-05-14 03:30:03,Firefox,Mobile,166.160.111.222,Moldova
39,2023-09-07 06:11:12,Brave,Desktop,52.85.190.201,Haiti
39,2023-02-10 00:31:28,Firefox,Desktop,212.58.221.64,Namibia
39,2023-06-11 05:37:23,Chrome,Tablet,155.232.132.237,Tonga
40,2024-08-17 11:48:02,Brave,Mobile,223.12.79.105,Ecuador
40,2023-09-07 21:04:24,Chrome,Desktop,219.115.252.241,United Arab Emirates
40,2023-04-13 03:55:00,Chrome,Desktop,216.121.147.243,Sri Lanka
40,2024-07-22 03:53:09,Firefox,Desktop,215.182.67.232,Guinea-Bissau
40,2023-11-25 16:23:04,Firefox,Desktop,148.164.246.4,Moldova
41,2024-09-12 18:13:27,Safari,Desktop,214.82.19.76,Bulgaria
41,2023-08-19 00:13:24,Chrome,Desktop,167.241.151.63,Netherlands Antilles
41,2023-05-15 22:27:12,Opera,Tablet,184.136.56.204,Hungary
41,2024-08-13 03:57:18,Brave,Mobile,203.70.64.43,Liberia
41,2024-07-01 03:13:36,Opera,Desktop,213.140.130.166,Liechtenstein
42,2024-09-27 11:28:44,Opera,Tablet,219.254.159.64,Moldova
42,2024-09-29 04:59:21,Firefox,Desktop,24.65.7.172,Russian Federation
42,2024-08-01 06:02:09,Opera,Mobile,196.236.72.159,Dominica
42,2024-04-10 14:10:42,Edge,Desktop,185.92.228.23,Montenegro
42,2023-05-25 08:23:42,Edge,Mobile,150.46.206.242,Liechtenstein
43,2023-06-17 00:28:35,Safari,Tablet,218.183.35.130,Malawi
43,2024-11-25 08:52:56,Safari,Desktop,192.199.168.152,Niue
43,2024-10-22 14:22:54,Safari,Desktop,181.58.147.115,Aruba
43,2024-03-16 01:38:49,Opera,Desktop,217.252.230.163,Cuba
43,2024-03-23 15:56:40,Brave,Tablet,199.181.123.227,Mexico
44,2024-01-29 04:58:41,Opera,Tablet,145.22.121.99,Lithuania
44,2023-10-23 08:50:27,Chrome,Tablet,148.167.142.15,Aruba
44,2024-01-14 02:24:52,Edge,Desktop,55.237.131.177,Benin
44,2023-03-28 10:27:30,Opera,Tablet,94.106.200.144,Macao
44,2024-07-10 06:24:41,Brave,Desktop,132.250.205.54,New Zealand
45,2023-10-12 21:15:40,Edge,Tablet,153.106.230.95,Zambia
45,2024-04-21 20:10:06,Edge,Tablet,120.203.161.110,Heard Island and McDonald Islands
45,2023-10-18 23:29:57,Safari,Mobile,204.38.64.253,Kenya
45,2023-07-06 08:37:01,Firefox,Tablet,133.166.251.128,Nicaragua
45,2023-12-10 20:24:33,Opera,Mobile,161.241.109.129,Poland
46,2023-01-15 06:37:59,Brave,Mobile,153.34.53.220,Uruguay
46,2024-08-24 23:02:42,Chrome,Tablet,148.244.236.89,Sao Tome and Principe
46,2024-10-18 21:32:54,Chrome,Desktop,171.95.162.48,Burundi
46,2023-12-11 20:06:41,Safari,Tablet,14.167.120.69,Myanmar
46,2024-02-04 09:49:10,Opera,Tablet,205.40.180.99,Saint Martin
47,2023-01-08 04:43:15,Firefox,Desktop,196.144.182.141,Mali
47,2024-08-27 05:34:15,Chrome,Tablet,147.158.185.178,Guam
47,2023-09-19 08:43:55,Brave,Tablet,47.48.241.68,Swaziland
47,2024-07-11 22:41:06,Firefox,Mobile,97.124.171.12,Uzbekistan
47,2023-10-26 15:51:39,Firefox,Mobile,212.133.158.148,Cocos (Keeling) Islands
48,2023-04-12 11:14:43,Opera,Desktop,188.52.39.170,Saint Barthelemy
48,2023-04-11 00:39:33,Chrome,Tablet,200.130.46.134,Mali
48,2024-03-08 12:28:40,Firefox,Mobile,203.128.39.109,Iran
48,2023-08-04 11:39:02,Edge,Mobile,135.224.97.91,Malaysia
48,2024-06-26 07:12:59,Edge,Desktop,198.171.186.34,Dominica
49,2023-02-01 17:33:19,Chrome,Desktop,65.246.150.91,Niger
49,2024-05-15 01:02:18,Firefox,Desktop,18.44.187.167,Papua New Guinea
49,2023-08-17 23:15:37,Opera,Tablet,144.206.75.200,Sri Lanka
49,2023-08-29 15:43:02,Edge,Tablet,159.147.241.45,Svalbard & Jan Mayen Islands
49,2023-03-19 13:14:24,Chrome,Mobile,197.127.182.86,Cameroon
50,2023-03-26 17:07:06,Opera,Desktop,72.172.62.32,Mauritania
50,2023-07-30 09:43:54,Opera,Tablet,192.237.138.11,United Kingdom
50,2023-08-02 15:25:37,Safari,Mobile,193.52.196.178,Dominica
50,2022-11-30 09:49:16,Chrome,Mobile,204.205.98.105,South Africa
50,2023-07-06 00:15:42,Opera,Mobile,222.196.206.71,Greece
51,2023-01-13 12:46:27,Chrome,Mobile,194.209.13.64,Palau
51,2023-01-10 01:18:07,Safari,Tablet,134.150.217.188,Grenada
51,2023-03-08 13:26:22,Chrome,Tablet,212.215.116.70,Philippines
51,2023-09-06 14:41:19,Safari,Mobile,101.44.75.8,Comoros
51,2023-11-04 05:00:12,Opera,Tablet,191.232.206.120,Saint Helena
52,2024-09-08 23:16:37,Firefox,Desktop,205.145.148.132,Ethiopia
52,2023-02-09 02:43:02,Chrome,Mobile,104.233.213.188,Christmas Island
52,2024-02-28 04:08:12,Firefox,Desktop,156.97.253.214,Grenada
52,2023-04-03 09:34:19,Opera,Desktop,176.200.128.106,Cuba
52,2024-09-24 04:02:44,Chrome,Tablet,190.180.34.57,Netherlands Antilles
53,2023-11-14 02:09:25,Chrome,Mobile,163.179.218.11,Somalia
53,2024-07-09 01:16:52,Firefox,Desktop,126.40.166.10,United States Virgin Islands
53,2023-06-22 19:10:45,Opera,Tablet,220.152.148.139,Malta
53,2024-08-31 11:48:06,Chrome,Desktop,221.0.38.85,Liechtenstein
53,2023-06-25 22:20:18,Firefox,Tablet,9.229.105.105,Namibia
54,2024-05-30 10:07:10,Brave,Desktop,145.55.162.203,Maldives
54,2024-03-09 13:34:10,Chrome,Mobile,185.250.29.211,Bahamas
54,2022-11-28 04:59:00,Opera,Mobile,138.185.98.194,Russian Federation
54,2024-11-25 07:29:05,Chrome,Tablet,221.208.223.193,Estonia
54,2024-02-16 23:03:23,Firefox,Mobile,163.69.175.0,Turkmenistan
55,2024-03-09 08:37:36,Edge,Mobile,149.35.98.238,Sao Tome and Principe
55,2023-02-20 17:55:48,Firefox,Desktop,175.190.175.100,Cape Verde
55,2024-06-27 10:49:42,Brave,Desktop,141.222.77.244,Congo
55,2024-06-16 17:18:24,Chrome,Desktop,53.82.178.26,Saint Pierre and Miquelon
55,2023-06-16 19:14:50,Brave,Mobile,143.79.176.65,Georgia
56,2023-07-10 09:58:19,Chrome,Mobile,193.217.55.78,Vanuatu
56,2024-02-06 18:48:45,Edge,Tablet,18.70.161.79,Cayman Islands
56,2024-02-26 01:24:35,Chrome,Desktop,76.174.13.101,Bahamas
56,2023-11-19 00:09:00,Brave,Tablet,2.161.170.29,Slovenia
56,2023-09-10 00:26:27,Opera,Mobile,205.46.113.177,Singapore
57,2024-02-07 05:48:38,Safari,Desktop,212.217.111.30,Costa Rica
57,2024-09-18 07:43:52,Edge,Tablet,134.78.186.202,Myanmar
57,2023-07-06 09:54:15,Firefox,Tablet,166.224.110.217,Cyprus
57,2024-10-20 20:45:35,Chrome,Tablet,57.123.70.48,Algeria
57,2024-03-05 12:07:03,Opera,Desktop,81.41.56.243,Albania
58,2023-12-24 04:46:52,Chrome,Desktop,124.90.104.124,Marshall Islands
58,2024-10-03 01:19:44,Opera,Mobile,93.199.165.111,Rwanda
58,2024-02-02 11:47:14,Edge,Mobile,216.231.184.65,Mayotte
58,2024-07-27 05:50:22,Firefox,Tablet,157.66.137.150,Russian Federation
58,2024-07-24 06:41:12,Edge,Tablet,154.192.67.33,French Polynesia
59,2023-10-24 01:56:48,Brave,Desktop,194.153.149.195,Barbados
59,2023-06-06 08:15:19,Chrome,Tablet,202.172.185.144,Burkina Faso
59,2023-04-19 02:49:05,Firefox,Tablet,222.46.74.25,Cameroon
59,2023-04-10 10:50:35,Chrome,Tablet,174.43.50.219,Argentina
59,2024-02-04 17:09:30,Edge,Tablet,178.65.246.21,Tokelau
60,2023-10-12 05:55:02,Firefox,Tablet,217.143.15.57,Panama
60,2024-08-09 13:02:17,Safari,Desktop,18.255.51.101,Saint Helena
60,2023-12-04 12:58:52,Firefox,Mobile,195.122.130.12,Cameroon
60,2024-03-14 12:58:17,Opera,Tablet,146.211.71.82,Nigeria
60,2024-10-22 05:32:52,Safari,Mobile,74.83.250.2,Nigeria
61,2024-02-01 00:29:17,Opera,Tablet,177.6.88.137,Bermuda
61,2024-03-21 18:45:55,Chrome,Tablet,122.218.155.208,Cote d'Ivoire
61,2024-08-27 14:06:34,Firefox,Mobile,125.134.40.76,Guadeloupe
61,2023-05-01 20:15:31,Opera,Desktop,177.45.81.111,Vietnam
61,2024-06-26 02:15:46,Opera,Desktop,181.243.73.7,Swaziland
62,2023-11-21 05:39:24,Edge,Tablet,147.131.91.23,Dominica
62,2024-10-10 16:00:30,Opera,Desktop,4.146.23.93,India
62,2024-01-07 17:29:15,Edge,Mobile,172.220.180.204,Nauru
62,2023-02-25 17:50:41,Safari,Desktop,160.194.76.218,Burkina Faso
62,2024-10-08 08:55:02,Safari,Tablet,167.107.253.81,Moldova
63,2023-12-11 17:47:28,Opera,Desktop,163.71.34.90,Sweden
63,2022-11-30 18:36:53,Safari,Tablet,188.36.221.151,United States Virgin Islands
63,2023-01-27 17:25:50,Chrome,Mobile,220.149.201.238,New Caledonia
63,2023-03-24 22:21:36,Chrome,Tablet,66.123.195.12,Austria
63,2024-09-09 01:56:44,Brave,Desktop,75.224.99.170,Eritrea
64,2024-11-16 21:32:25,Firefox,Mobile,213.65.32.88,Saint Helena
64,2023-11-22 07:41:19,Firefox,Mobile,80.170.60.120,Belarus
64,2024-07-06 12:41:19,Chrome,Tablet,208.229.240.27,Bhutan
64,2023-05-18 05:40:44,Safari,Tablet,196.187.34.243,China
64,2024-01-31 22:41:25,Firefox,Desktop,83.160.142.184,French Guiana
65,2023-07-08 17:26:18,Brave,Mobile,218.82.255.233,United States of America
65,2024-10-08 10:54:58,Chrome,Tablet,204.220.227.194,Faroe Islands
65,2024-04-23 04:08:32,Opera,Mobile,151.238.154.19,Moldova
65,2022-12-17 16:31:23,Safari,Desktop,202.166.29.19,France
65,2023-05-05 03:52:51,Firefox,Desktop,120.216.49.149,France
66,2023-06-14 19:36:28,Chrome,Desktop,184.232.190.13,Tanzania
66,2024-08-10 01:55:44,Safari,Mobile,220.145.137.93,Bouvet Island (Bouvetoya)
66,2024-07-28 04:55:12,Safari,Tablet,201.192.177.205,Djibouti
66,2023-12-23 11:51:51,Firefox,Tablet,190.210.74.224,Macedonia
66,2023-06-01 11:42:38,Brave,Desktop,208.31.1.51,Sudan
67,2023-12-09 08:41:52,Firefox,Desktop,158.118.57.117,Italy
67,2023-09-14 21:51:25,Brave,Mobile,162.234.209.107,Iran
67,2024-03-01 13:38:08,Chrome,Desktop,189.75.159.84,Seychelles
67,2024-07-18 14:11:06,Brave,Tablet,134.183.129.96,Guinea-Bissau
67,2023-10-21 10:05:29,Edge,Tablet,194.183.187.233,Gambia
68,2024-05-16 04:51:01,Safari,Mobile,177.96.136.168,Antigua and Barbuda
68,2024-05-06 13:48:00,Brave,Desktop,212.169.15.217,Mexico
68,2023-09-22 15:48:16,Safari,Mobile,112.50.109.10,Slovenia
68,2022-12-17 19:50:43,Firefox,Tablet,153.105.95.218,Cameroon
68,2023-05-03 12:30:58,Opera,Mobile,208.114.65.231,Jamaica
69,2024-05-27 19:16:27,Safari,Tablet,214.193.116.85,Guadeloupe
69,2023-12-24 14:36:47,Brave,Desktop,222.219.236.232,Hungary
69,2024-07-01 23:21:06,Chrome,Desktop,120.133.195.250,Benin
69,2023-12-19 12:58:18,Firefox,Desktop,47.125.20.146,French Polynesia
69,2023-02-14 19:13:13,Brave,Mobile,209.110.216.89,Norfolk Island
70,2024-05-27 07:03:59,Safari,Mobile,149.38.134.75,Mauritius
70,2024-01-19 05:17:50,Safari,Desktop,31.44.239.29,United States of America
70,2024-09-09 08:40:53,Firefox,Mobile,179.242.244.75,Kyrgyz Republic
70,2023-09-09 17:18:19,Opera,Tablet,196.52.5.248,Uzbekistan
70,2024-11-04 23:43:46,Brave,Mobile,203.79.7.50,Peru
71,2023-01-13 19:43:26,Brave,Desktop,62.55.73.57,Montenegro
71,2024-02-02 16:02:05,Brave,Tablet,43.55.219.210,American Samoa
71,2023-08-31 18:13:28,Firefox,Desktop,207.144.222.116,China
71,2024-05-24 10:47:08,Edge,Desktop,181.52.64.226,Turkey
71,2022-12-17 14:47:41,Brave,Desktop,174.228.50.73,Equatorial Guinea
72,2023-12-20 09:27:12,Opera,Tablet,175.74.24.132,Iran
72,2024-08-28 15:41:57,Edge,Mobile,87.214.81.171,Senegal
72,2024-03-24 10:16:00,Safari,Mobile,101.255.3.40,Saint Martin
72,2023-05-21 07:19:52,Safari,Mobile,222.231.232.12,New Caledonia
72,2024-07-15 02:46:07,Edge,Mobile,7.111.0.186,Spain
